OSHPD_ID,FACILITY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,HYPERLINK TO ATLAS,LONGITUDE,LATITUDE
406197256,"HEALTH JOURNEY HOME HEALTH AGENCY, INC.",6005 VINELAND AVE,NORTH HOLLYWOOD,91606,19,LOS ANGELES,Not Applicable,,Open,11/16/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197256,-118.3703367,34.1796175
406197257,"TENDER LOVING TOUCH HOME HEALTH, INC.",12517 CRENSHAW BLVD,HAWTHORNE,90250,19,LOS ANGELES,Not Applicable,,Open,09/20/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197257,-118.32664,33.91925
406197258,"DIRECT NURSING SERVICES, INC",1111 N BRAND BLVD,GLENDALE,91202,19,LOS ANGELES,Not Applicable,,Open,06/07/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197258,-118.25509,34.16193
406197259,"VALROSE HOME HEALTH, INC.",22148 SHERMAN WAY BLVD,CANOGA PARK,91303,19,LOS ANGELES,Not Applicable,,Open,05/15/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197259,-118.6098262,34.2005807
406197260,"DIAMOND HOME HEALTH, INC.",556 N DIAMOND BAR BLVD,DIAMOND BAR,91765,19,LOS ANGELES,Not Applicable,,Open,08/08/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197260,-117.8097803,34.0302581
406197261,"HOSPICE OF ST RITA, INC.",13363 SATICOY ST,NORTH HOLLYWOOD,91605,19,LOS ANGELES,Not Applicable,,Open,01/30/2009,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197261,-118.4244489,34.2089894
406197262,"MONTEBELLO HOME HEALTH CARE, INC.",1020 W BEVERLY BLVD,MONTEBELLO,90640,19,LOS ANGELES,Not Applicable,,Open,04/09/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197262,-118.1088229,34.0178385
406197266,"HEAVENLY HOME HEALTH, INC.",805 E BROADWAY,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,01/06/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197266,-118.2454928,34.1463516
406197267,"IBOLIT HOME HEALTH, INC.",221 W ALAMEDA AVE.,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,09/24/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197267,-118.3061521,34.1685109
406197268,ALLIANT HOME HEALTHCARE SERVICES,2149 E GARVEY AVE NORTH,WEST COVINA,91791,19,LOS ANGELES,Not Applicable,,Open,03/20/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197268,-117.8996046,34.07294
406197269,"SINAI HOME HEALTHCARE, INC.",4733 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,19,LOS ANGELES,Not Applicable,,Open,04/10/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197269,-118.369914,34.156514
406197270,"ADVANCE HOME CARE, INC.",1903 N GLENOAKS BLVD,BURBANK,91504,19,LOS ANGELES,Not Applicable,,Open,04/03/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197270,-118.3238688,34.1960032
406197271,"GUARDIAN HOME HEALTH, INC.",1101 E BROADWAY,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,03/31/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197271,-118.2414549,34.1464416
406197274,MHIRAMARC MANAGEMENT LLC HOME HEALTH SERVICES,8209 FOOTHILL BLVD,SUNLAND,91040,19,LOS ANGELES,Not Applicable,,Open,04/09/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197274,-118.3117729,34.259918
406197276,"RINALDI HOME HEALTH CARE, INC.",11565 LAUREL CANYON BLVD,SAN FERNANDO,91340,19,LOS ANGELES,Not Applicable,,Open,04/03/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197276,-118.4551698,34.2800988
406197277,"OPTIMA HEALTH CARE SERVICES, INC.",235 E BROADWAY,LONG BEACH,90802,19,LOS ANGELES,Not Applicable,,Open,07/12/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197277,-118.1899507,33.7693378
406197278,"AT HOME HEALTH SERVICES, INC.",5530 CORBIN AVE,TARZANA,91356,19,LOS ANGELES,Not Applicable,,Open,08/18/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197278,-118.5618384,34.1718024
406197279,"RHEA HOME HEALTH CARE, INC.",400 S VICTORY BLVD,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,04/06/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197279,-118.3181581,34.1778549
406197280,"VICTORY HOME HEALTH CARE, INC.",909 S VICTORY BLVD,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,05/03/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197280,-118.3087781,34.1673058
406197281,"AMIDA HOSPICE CARE, INC.",18302 SIERRA HIGHWAY,CANYON COUNTRY,91351,19,LOS ANGELES,Not Applicable,,Open,03/31/2009,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197281,-118.4540636,34.4195297
406197282,"A & L HOSPICE SERVICES, INC.",644 W BROADWAY,GLENDALE,91204,19,LOS ANGELES,Not Applicable,,Open,04/08/2009,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197282,-118.2686144,34.1464775
406197283,"MAGNOLIA HOME HEALTH CARE SERVICES, INC.",120 S VICTORY BLVD,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,04/08/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197283,-118.3162155,34.1729446
406197284,"K & A CARE, INC.",225 E BROADWAY,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,11/14/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197284,-118.2533529,34.1463246
406197285,AMARIS HOSPICE,17100 PIONEER BLVD,ARTESIA,90701,19,LOS ANGELES,Not Applicable,,Open,04/10/2011,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197285,-118.0822209,33.8754938
406197286,"HOLISTIC CARE HOME HEALTH AGENCY, INC.",10999 RIVERSIDE DR,NORTH HOLLYWOOD,91602,19,LOS ANGELES,Not Applicable,,Open,04/21/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197286,-118.37008,34.1524
406197287,"ELITE HOME HEALTH, INC.",220 S KENWOOD ST.,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,09/20/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197287,-118.2512935,34.1436177
406197288,"HEALTHY WAY HOME HEALTH CARE, INC.",5032 LANKERSHIM BLVD,NORTH HOLLYWOOD,91601,19,LOS ANGELES,Not Applicable,,Open,04/08/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197288,-118.3724591,34.1618739
406197289,PACIFIC COAST HOME HEALTH SERVICES,3807 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,08/10/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197289,-118.3094886,34.0620132
406197290,"PRESTIGE HOME HEALTH CARE, INC.",601 N VERMONT AVE,LOS ANGELES,90004,19,LOS ANGELES,Not Applicable,,Open,03/18/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197290,-118.291745,34.0818253
406197291,"OPTION ONE HOME CARE, INC.",10120 CANOGA AVE.,CHATSWORTH,91311,19,LOS ANGELES,Not Applicable,,Open,06/13/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197291,-118.5972986,34.2541533
406197293,"GRAPEVINE HOMECARE, INC.",4032 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,06/25/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197293,-118.3601719,34.17243614
406197294,"AFFINITY HOME HEALTH, INC.",5767 UPLANDER WAY,CULVER CITY,90230,19,LOS ANGELES,Not Applicable,,Open,04/10/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197294,-118.3850406,33.9856428
406197295,"CRYSTAL CLEAR HOME HEALTH, INC.",1016 E BROADWAY,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,04/07/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197295,-118.2428309,34.1462257
406197296,"EXPRESS SERVICES HEALTHCARE, INC.",14429 VENTURA BLVD,SHERMAN OAKS,91423,19,LOS ANGELES,Not Applicable,,Open,04/07/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197296,-118.44742,34.15074
406197297,"INDEPENDENCE HOME HEALTHCARE, INC.",135 W WALNUT ST,GARDENA,90248,19,LOS ANGELES,Not Applicable,,Open,04/08/2014,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197297,-118.27639,33.8755
406197298,APEC HOME HEALTH CARE CORP,7220 N ROSEMEAD BLVD,SAN GABRIEL,91775,19,LOS ANGELES,Not Applicable,,Open,04/01/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197298,-118.0725352,34.1284371
406197299,UNLIMITED HOMECARE SERVICES,159 E HUNTINGTON DR,ARCADIA,91006,19,LOS ANGELES,Not Applicable,,Open,04/08/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197299,-118.0263191,34.1402092
406197300,"PRESTIGIOUS HOME HEALTH, INC.",1074 PARK VIEW DR,COVINA,91724,19,LOS ANGELES,Not Applicable,,Open,06/16/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197300,-117.8608978,34.0703229
406197301,"URGENT HOME HEALTH CARE, INC.",17315 STUDEBAKER RD,CERRITOS,90703,19,LOS ANGELES,Not Applicable,,Open,04/08/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197301,-118.0998386,33.8736862
406197303,JEWISH HOME CARE SERVICES,12509 OXNARD ST,NORTH HOLLYWOOD,91606,19,LOS ANGELES,Not Applicable,,Open,04/01/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197303,-118.4054732,34.1794197
406197304,"HEALING HANDS CARE, INC",220 N GLENOAKS BLVD,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,02/23/2012,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197304,-118.3074292,34.1841591
406197305,"PRIVILEGE HOME SERVICES, INC",11395 183RD ST,CERRITOS,90703,19,LOS ANGELES,Not Applicable,,Open,08/07/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197305,-118.09122,33.86576
406197307,"R & G HOME HEALTH CARE SERVICES, INC.",539 N GLENOAKS BLVD,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,04/24/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197307,-118.3107207,34.1864344
406197309,"ENVISION HOME HEALTH SERVICES, INC.",17725 CRENSHAW BLVD,TORRANCE,90504,19,LOS ANGELES,Not Applicable,,Open,03/19/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197309,-118.3264875,33.86940367
406197310,COMMUNITY HOME HEALTH CARE SERVICES,1012 E COLORADO ST,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,04/08/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197310,-118.2422913,34.1421968
406197311,"OMNICARE HOME HEALTH, INC.",14000 VAN NESS AVE,GARDENA,90249,19,LOS ANGELES,Not Applicable,,Open,06/26/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197311,-118.31783,33.90438
406197313,"EXCEED HOME HEALTH, INC.",12500 RIVERSIDE DR,VALLEY VILLAGE,91607,19,LOS ANGELES,Not Applicable,,Open,04/01/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197313,-118.4056621,34.1572694
406197315,"ACCU-RITE HEALTH SERVICES, INC.",163 W ARROW HIGHWAY,GLENDORA,91740,19,LOS ANGELES,Not Applicable,,Open,09/17/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197315,-117.8617791,34.1072941
406197316,"CARE FOR ALL HEALTH SERVICES, INC.",126 S JACKSON ST,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,09/18/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197316,-118.2500524,34.145812
406197317,"BLUE SKY HOME HEALTH CARE, INC.",18531 ROSCOE BLVD,NORTHRIDGE,91324,19,LOS ANGELES,Not Applicable,,Open,09/18/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197317,-118.5374577,34.2207256
406197319,"MAXIM HEALTHCARE SERVICES, INC.",23734 VALENCIA BLVD,VALENCIA,91355,19,LOS ANGELES,Not Applicable,,Open,08/04/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197319,-118.5497155,34.4148532
406197320,"NOHO HOME HEALTH CARE, INC.",13746 VICTORY BLVD,VAN NUYS,91401,19,LOS ANGELES,Not Applicable,,Open,09/16/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197320,-118.43276,34.18664
406197321,ACACIA HOME HEALTH SERVICES,1616 VICTORY BLVD,GLENDALE,91201,19,LOS ANGELES,Not Applicable,,Open,09/17/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197321,-118.2989396,34.1602102
406197322,"VERDUGO HOME HEALTH, INC.",4170 VERDUGO RD,LOS ANGELES,90065,19,LOS ANGELES,Not Applicable,,Open,09/17/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197322,-118.2231807,34.1180769
406197329,"ALTHIA HOME HEALTHCARE, INC.",3200 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Not Applicable,,Open,09/19/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197329,-118.2920238,34.0607721
406197330,ZENITH HOME HEALTH,11846 VENTURA BLVD.,STUDIO CITY,91604,19,LOS ANGELES,Not Applicable,,Open,03/19/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197330,-118.3906884,34.1425925
406197332,"SHIELD HOME CARE, INC.",6399 WILSHIRE BLVD,LOS ANGELES,90048,19,LOS ANGELES,Not Applicable,,Open,08/08/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197332,-118.3680525,34.0637129
406197333,"PROMPT HOME HEALTH, INC.",5300 SANTA MONICA BLVD,LOS ANGELES,90029,19,LOS ANGELES,Not Applicable,,Open,05/13/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197333,-118.30547,34.09075
406197334,"PROCARE HOME HEALTH AGENCY, INC.",1493 N MONTEBELLO BLVD,MONTEBELLO,90640,19,LOS ANGELES,Not Applicable,,Open,03/18/2014,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197334,-118.09067,34.03411
406197335,"PRIMROSE HOMEHEALTH, INC.",21021 DEVONSHIRE STREET,CHATSWORTH,91311,19,LOS ANGELES,Not Applicable,,Open,03/27/2014,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197335,-118.5361267,34.2382084
406197337,"ELAN HOME HEALTH, INC.",1096 N WESTERN AVE,LOS ANGELES,90029,19,LOS ANGELES,Not Applicable,,Open,10/08/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197337,-118.3088231,34.0905487
406197338,BRIGHTSTAR HEALTHCARE,6442 COLDWATER CANYON  AVE,NORTH HOLLYWOOD,91606,19,LOS ANGELES,Not Applicable,,Open,10/09/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197338,-118.4134592,34.1880622
406197340,"MIRACLE LIFE HOME HEALTH, INC.",2829 N GLENOAKS BLVD,BURBANK,91504,19,LOS ANGELES,Not Applicable,,Open,04/06/2012,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197340,-118.3353171,34.2037823
406197341,PRESTIGIOUS HEALTH SERVICES INC.,750 TERRADO PLAZA,COVINA,91723,19,LOS ANGELES,Not Applicable,,Open,04/30/2010,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197341,-117.8889296,34.0761236
406197342,HEALTHY LIFE HOME HEALTH CARE,7136 HASKELL AVE,VAN NUYS,91406,19,LOS ANGELES,Not Applicable,,Open,09/23/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197342,-118.4744962,34.200221
406197343,"FIFTH AVE HOME HEALTH CARE, INC.",5250 SANTA MONICA,LOS ANGELES,90029,19,LOS ANGELES,Not Applicable,,Open,09/19/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197343,-118.3047851,34.0907645
406197345,"CARESS HOME HEALTH PROVIDERS, INC.",22048 SHERMAN WAY,CANOGA PARK,91303,19,LOS ANGELES,Not Applicable,,Open,09/19/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197345,-118.60787,34.20095
406197348,"OPTIMUM HOME HEALTH, INC.",5800 HANNUM AVE,CULVER CITY,90230,19,LOS ANGELES,Not Applicable,,Open,10/09/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197348,-118.3857061,33.9867759
406197349,NEIGHBORHOOD HOME HEALTH CARE,1650 E WALNUT ST,PASADENA,91106,19,LOS ANGELES,Not Applicable,,Open,10/13/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197349,-118.1163862,34.1493823
406197352,"ETERNITY HOME HEALTH, INC.",15859 EDNA PL,IRWINDALE,91706,19,LOS ANGELES,Not Applicable,,Open,11/13/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197352,-117.9352807,34.0926081
406197354,GERINET HEALTHCARE,2025 N GLENOAKS BLVD,BURBANK,90504,19,LOS ANGELES,Not Applicable,,Open,11/19/2009,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197354,-118.3257753,34.1970554
406197356,LIFE CARE HOSPICE CORP.,5539 E SPRING ST,LONG BEACH,90808,19,LOS ANGELES,Not Applicable,,Open,03/20/2009,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197356,-118.1243991,33.8106257
406197357,ALLIED HOME HEALTH CORP,9602 LAS TUNAS DR,TEMPLE CITY,91780,19,LOS ANGELES,Not Applicable,,Open,12/11/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197357,-118.0607811,34.1066915
406197358,"GET WELL HOME HEALTH, INC.",4502 DYER ST,LA CRESCENTA,91214,19,LOS ANGELES,Not Applicable,,Open,10/16/2009,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197358,-118.24098,34.22547
406197359,"LAKEVIEW HOSPICE CARE, INC.",140 N. VICTORY BLVD.,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,02/02/2010,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197359,-118.3165393,34.1746533
406197360,AVEN HOME HEALTH SERVICES,14044 VENTURA BLVD.,SHERMAN OAKS,91423,19,LOS ANGELES,Not Applicable,,Open,02/02/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197360,-118.4388471,34.1489866
406197361,"FIRST AID HOME HEALTH CARE, INC.",337 E MAGNOLIA BLVD.,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,08/20/2013,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197361,-118.3117729,34.1830979
406197362,"ECLIPSE HOME HEALTH CARE, INC.",13758 VICTORY BLVD,VAN NUYS,91401,19,LOS ANGELES,Not Applicable,,Open,02/26/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197362,-118.4332983,34.1863714
406197363,"ACCLAIM HOME HEALTH, INC.",1111 E. LAS TUNAS DR,SAN GABRIEL,91176,19,LOS ANGELES,Not Applicable,,Open,02/05/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197363,-118.08348,34.1038227
406197364,SHAPIRA & STEIN HOME HEALTHCARE AGENCY,4741 LAUREL CANYON BLVD,VALLEY VILLAGE,91607,19,LOS ANGELES,Not Applicable,,Open,02/02/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197364,-118.39652,34.15687
406197365,"HOME HEALTH PLUS SERVICE, INC.",50 E FOOTHILL BLVD,ARCADIA,91006,19,LOS ANGELES,Not Applicable,,Open,02/26/2014,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197365,-118.02953,34.15097
406197366,"HEALTHY CHOICE HOME CARE, INC.",14827 VENTURA BLVD,SHERMAN OAKS,91403,19,LOS ANGELES,Not Applicable,,Open,03/01/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197366,-118.4561,34.15216
406197367,"ACE OF HEARTS HOSPICE, INC.",6501 FOOTHILL BLVD.,TUJUNGA,91042,19,LOS ANGELES,Not Applicable,,Open,03/01/2014,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197367,-118.27343,34.24498
406197368,"ELEGANCE HEALTHCARE, INC.",6079 W PICO BLVD,LOS ANGELES,90035,19,LOS ANGELES,Not Applicable,,Open,03/13/2014,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197368,-118.37331,34.05281
406197369,"ST. LUKE'S HOSPICE, INC.",3333 S. BREA CANYON RD,DIAMOND BAR,91765,19,LOS ANGELES,Not Applicable,,Open,03/01/2010,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197369,-117.8488469,33.9671257
406197371,"HILLCREST HOSPICE, INC.",4020 W. MAGNOLIA BLVD.,BURBANK,91505,19,LOS ANGELES,Not Applicable,,Open,03/22/2010,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197371,-118.3505606,34.1663435
406197374,"PLANET HOME HEALTH CARE, INC.",221 E GLENOAKS BLVD,GLENDALE,91207,19,LOS ANGELES,Not Applicable,,Open,03/10/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197374,-118.2530382,34.1587533
406197375,"SANTA MARGARITA HOSPICE, INC.",2417 HONOLULU AVE,MONTROSE,91020,19,LOS ANGELES,Not Applicable,,Open,06/03/2011,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197375,-118.2311307,34.2066422
406197376,"CONCORDIA HEALTH CARE PROVIDER, INC.",2225 W COMMONWEALTH AVE,ALHAMBRA,91803,19,LOS ANGELES,Not Applicable,,Open,09/07/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197376,-118.1505424,34.0878058
406197377,"PLEASANT DAY HOSPICE, INC.",434 W. COLORADO ST.,GLENDALE,91204,19,LOS ANGELES,Not Applicable,,Open,03/12/2010,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197377,-118.262472,34.1422417
406197378,"FAMILY HOSPICE SERVICES, INC.",644 W. BROADWAY,GLENDALE,91204,19,LOS ANGELES,Not Applicable,,Open,03/16/2010,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197378,-118.2686144,34.1464775
406197379,"CITY OF ANGELS HOME HEALTH, INC.",21707 HAWTHORNE BLVD,TORRANCE,90503,19,LOS ANGELES,Not Applicable,,Open,02/04/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197379,-118.3528899,33.8306086
406197380,"MGA HOSPICE, INC",1101 E BROADWAY,GLENDALE,91205,19,LOS ANGELES,Not Applicable,,Open,02/05/2010,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197380,-118.2414549,34.1464416
406197381,"SPECTRUM HOME HEALTH SERVICES, INC.",907 S VICTORY BLVD,BURBANK,91502,19,LOS ANGELES,Not Applicable,,Open,10/18/2011,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197381,-118.30873,34.1673
406197382,"LOS FELIZ HOME HEALTH, INC.",3111 LOS FELIZ BLVD,LOS ANGELES,90039,19,LOS ANGELES,Not Applicable,,Open,03/03/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197382,-118.26712,34.12426
406197384,"INDEPENDENCE HOME HEALTH, INC.",7200 VINELAND AVE,SUN VALLEY,91352,19,LOS ANGELES,Not Applicable,,Open,02/04/2010,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197384,-118.3698048,34.20158825
406197388,"UNIVERSAL HOSPICE, INC.",151 N SAN VICENTE BLVD,BEVERLY HILLS,90211,19,LOS ANGELES,Not Applicable,,Open,02/06/2013,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197388,-118.37476,34.06813
